name,address,type,google_url,photo_url,map_url
Denver Plant Club,"1876 South Broadway, Denver",florist | clothing store | home goods store | store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJ0_KkB5V_bIcR24MAukxGwb8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3mA7Ul5Y9EcnwB_ChFs1ujwSDe9tuaJfN4cw1KeRaGYLkfMVTfmv2FFwx9pZR_SUN4Kh91JJ_DSfEuxtOKRizupDMNyI2WLyOvtzGNOuXvNQz-KwNMajmoGG9cIUXr9vdbqgwcAwXmZSORCxffj9ZgLWMV6zTp-AimPuvwowlOQxDxEy0dcdFL_l-RfEDNsWnGBnCDw0la66uSnjFbW11WXXp9NJoIkbvg9A4mLuLrrw4hEnAG8I8zaQIB1yNpaG22x6_h9-ZfOsg4euTV6ewl01VFTn81qHFn83nnH_mCLHZQLk8fPGidWmpGvpHtw3Ffxl_3c-X5fVZ7srP6Zz0BXrtX5pcV3W2qa3arrEXryP7egmxxLYdi8Kieqt_paECvXnlnz481hrhaH8f1b8ZHQ-VjveZ1FSaNLnq5-I056zuNm0V8eh1ulIFc9UI8tkxltZwJBoMSDX7jI1D7Si26tnaNoGG7626XaVbinzJ9rQTlId41wdK3pofAEF1GvSb8LbrhHYS9-wrMebNR4uErvADhDriWeSMAzlnj1_5PvcEZmC9wfpedqV8HxUQDcOJch2_V87VWPuREaqtNxrKn1V0XyZ828oVeKZViJzMq7Pw5axeVkyOh-bwYu1QrCvzMfq11J5n7B-QBVaMF6Sy2oO8I&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.68260319999999,-104.9871581&zoom=17&size=400x300&markers=color:red%7C39.68260319999999,-104.9871581&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
oktaytattooart,"1869 South Broadway, Denver",point of interest,https://www.google.com/maps/place/?q=place_id:ChIJDawyuq5_bIcR7FK7hmMjvbM,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3mglfZubmN3Q1Az6HZXu2yZlR7QfCO4g0-pWe6o-n4Bf5R4TgSitfw48p4T4rkNrggku4ItRQ7FRYkZotrzlLGO-RD6PyZvM_HaIiY60hHQwqnTS4nzBIC94ePxETmlpoL_oNbZJaVnT_KfVDWWxOLH-H6SUKpqdL-OhSQVOqoqUfxvvbO6-emhXcgzzznGHK-5MQ8DSFoaczZ4YlXdst068MxmMiU2WuHS-7f60gYr3DOUnLz9r6agF2VHW0lw785ul6otfea74L0ctG_M9wxuN9maOuSRJXPTcpjtk7Ho1ylrDhq5tuwP047_Zr06vfzee-ZovP9ecp2xKbmPTm46lm5S8jVC0pgYIWQpCS4Qos3dvmTtOUSWI2Q8N3CtWiyeUrQYM3A3Mm2DHSRks4YCVg4NtZvdgfT4KiHAHYzOCYLY9xDVLLyQ1IAH4ropKK3gzHRy-69d_IBh96Ri_5fMTAbzZ7poBZxLI8DdY4Sl6uMxRhm5lmEqjMoMmMe77VNEACDUEihHBeYp446WBhVGzBQE7Xola0_FDmo-PUA886jRI7gXUkH_TtlMPRd7wiRtopFvGVT0sNvvAIE9ey1BY1Zlhyu8A1gQ2w5u-a-EXQFYwd6b5VzhMZ9-zIgKeCZVLg&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6826754,-104.9878306&zoom=17&size=400x300&markers=color:red%7C39.6826754,-104.9878306&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Cleopatra INK Tattoo & Piercing Denver Studio,"1869 South Broadway, Denver",store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJj-UTA0Z_bIcRdbK96MXK3ks,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3m9IjAaV3xUlhLp3EkwdBJqssSb9CKAVYTTtkU6WkXnn-8aBvNTUpGlGj8kj7AaSBjXYXnF51nyph9nHRi_7Z6DDXuV-Q36T0YY3Lv33188Vq0tI4Y9kfdIxvdCIFzrzX_HKZ8iLKoprxYkaMcDeV-FZXBn9IMo8eGzD6m5rXEcNVRaxbvMVKom9vtAmBnFOfWO6_wc4tYdoFqZxLqheuyiAXbp0FKjaV4Bnmr268BX_BCgfr34wASrQUsZpEluJIZTBmAQ3ZhlHfdGWPSCvwCFE4WdI11qqfLo8ESJCGl4j2ZZ67GFMF7gt-hkrU1wCtc6Q7ohNfJfX2cy16tuwcF9MeCLCRPS-w1nwfqb5g5RSzqIY1oLEJcbJEHx54Rw8yRdtouFXqhdLYe-HhhkDKLggPtya_ednBkvP0HQJNaq0XRuuOG68UtLn6uIXjHpGkDHfeoTLYiMCwMpGmBQ7sHQWEO0xXeU8Tl3hbJTsVYEaLfzSyvX1Oq95f0730eo-MhfLxT3jGaxpH3QnEmKEPh52AjKfGpiiMzkZIfSfOHfrmuXVhgoKybnk3u_ZsIN_tTrwCMqrrT7jtmUIvSWcpLVpAhxiBsTbn3m1ixwNINUrEsKIi6tZjZG8a0AOvItnda5_A&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6826754,-104.9878306&zoom=17&size=400x300&markers=color:red%7C39.6826754,-104.9878306&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Smith and Drake,"1875 South Broadway, Denver",general contractor | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJ7xezRWxezCQR7xIbI35OB7I,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3nth4QFWzT-liJDX_9Q3fJk6wa_quXan8lzA71JP7HSiSES8i2Ikq_G2x5xd6WwxJN5L4C5lUATq7XcvoEUX0kEjZreCRSWwDD7m-FqTSx6-G2FjawUMn6eVgl9_brxoRxL8419IlI5e-H2uwaw0UmiJhg5Mv0YIPoLNQ3fsp6Ov8VbWi-b3gvvOgaoZZ3m65Ng6v2lLs5ZCkJflgwCw5b8CjAJGEcJLhGSYpsnh2gpNQ0ZtsPwlGrSz7LVAoE6zVLaV0l1dtMhhb6wt6iv1wQgfaiN7XOKfxXzCMNhpZrV3j2fqCxKhOlI9fHV2Q8yjLWrXzEIWVVljpMltInFDO94IzhSs22TeCZaHR3ERIeWi2BVFoon52E8mafseyOLhud4LLUmmF0-ZeFkG7OXMp0ch0Y4OBAN7kVnUazd0Sjh9CvV3Dwucad6Ma-jpMMnBBem9qfncHQTryRo_dzNnmP8eFmkgN02vayOwPaSBY6sJWPx85kmZERURcGuHmaknCxguYvysIWw8_fjLdo-i-_VZe6cz3qb3wvQKdSQ3EhvacQGQ7AxGh2ZarMpcmIbIXStAbqZnKWsykyY6ZgUn2cBwxYHmX1wApXb7GRsxm_m7-V8wJ_Fmkyn0HP2Xob0Iyu_AFqoGtFHLikFzS79XCc6VKA&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6825354,-104.9877601&zoom=17&size=400x300&markers=color:red%7C39.6825354,-104.9877601&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
SacredArt&Jewels,"1877 South Broadway, Denver",point of interest,https://www.google.com/maps/place/?q=place_id:ChIJV-CGzcF_bIcRCOAWCFI5WvY,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3n1PlqcM12ewGQN9XR3pkKbHFQxa3LnqUg0m3iO50qQ7dTIYYNXLrOHucFhSAquF5gQfk5KB5tTTjw3A3se66Jlgx8ZJDpGCn5zRqQcTnt0QSynj4h6Wv2Bmb_Mz1Mrk0lMnArzPjQ6q8B0sFGxZ7E2P-3q2H8R2iMxhculFUt9abSUOlJEjO0G4NaMywZ7gTzZiqmQxHHU9Q7_JJQrJllQluG8t_JUNFmRbSg4Oj-f15XDtIiI-nxpBxHOzsU6VswTMM3dwnrDE9_MqWJJVrVTi6k0set73u7791DvBQT6PXyev_NqR37pRR2o1cv6g3WeAV63dDYYk5OD68Lk9dlBAE2j-eYbFvjZw9nHPgFjduG86tB2n1-by6JGaIs9NlvNZMPsdnDhjUsQTMXeAw0fOK1Tttau-7WW7aV1fryKt8mpB6A5kDEt5U57u4j4zUhUVAK7Z4_FvJKsl0Fmb3HDAj5yiBc1UsvFgjF_1MBsWHuS-tbSMVUhuZq8VDphtgURM7QSaKacxeAnaZV2VFNYqNm1DIg6iNbQZD8ncDxDRv9uJRtZ7X_C2tJxmELgx-oZ7K7xjFQ_EEmT9NeINjXyalbArBmKDTOD4N_Bsido7MGjtUCVrcF96NC_04wdpv5SP2P9TH-Pl4Z46GgoPV96qec&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6825439,-104.9879211&zoom=17&size=400x300&markers=color:red%7C39.6825439,-104.9879211&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Angelo's CD's and Vinyl,"1959 South Broadway, Denver",point of interest | store,https://www.google.com/maps/place/?q=place_id:ChIJXdiK5rSBbIcR47tXOgm5S7o,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3m4G0AooAqBUBplHsauGUuoxOmD2ClvB5W16zVE8oBYjdh9_oXBampCD-9yXrTjEw69Je0fJP4zt_phZdIsvktXUKBdXKxZ8MQwkO0Oyp9YWveFYmTtgo5076w0LjAqfEK2n7fCOdUSV7UUIGueVWW87vn_moLkHQAUKqnXMqgu61wkAtGNdadUx8MdHa6gkN8FqTruOAuT4wHwOrT90Tl-BKJ98YorBsr0IkjoBTdqx9FvVgRwpRMUz3fjFYLvVrKW2j9urOC5UgmuEFx0QsgprjTbQcWX1o0s6o52lVKcWs48aidNnu8yFXXUpV3vwn8W7F9zq9x6jpgs2pwqgsE8NeyL1VfWTdcaFXZqR1GnV0FftStZQG2HXOGM961NPH54sF8VzhP9hOVGO1bAnybDuLfQmN0Ljxx9xxEw7ouIyArhbefXpGbvjBuDIGlGNO4J4_rn_3k0RjgaSPWryNfbRSrH7DTKYv5wU3WdM1uovHP0XK5armNwa_rh-ePR8A5xQEMRGtC-DQgLeXVtaY7tvD3f_kq_uQsRwzwqvzQKV78iceM4Y2UHUl7lVsA9dDQQB-5_Y_jicckSm4PCmSMaEPub7yERMjLg-lnKfft8Wnv6crnarWzCXcdoExdgnLYSnkfZ&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6810481,-104.9879683&zoom=17&size=400x300&markers=color:red%7C39.6810481,-104.9879683&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Purple Haze Smoke Shop,"1951 South Broadway, Denver",point of interest | store,https://www.google.com/maps/place/?q=place_id:ChIJC-iP7bR_bIcRkuMtXdbiTIQ,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3n0Y-0_nWyxz-k5sVwI14YeovU30dDRDavDCmfZyMqCZ9z-mFFmvVS_qkcT_bihXrldpR3rcebsGM25av_9kbHrlw9uFtiBLNfxJLeXC5RaHz4Fd43sbRm3AP431-I5t6D97w6sqbRaYJdYw6EBIMM4BJbD6pUohDNVQcbeAVkCWki2T2PbpSpuQAq6BBzE1kXTF__bZ0ALtuThlGcUVLrGZQeJ6E9B0UZolF0nMZVvmKzzrj1XHsxsr6K8-DlyBT-KMuGc4WxY7ZRFcNVvxAEgYFEw598M8-P3xBOGkGeH5KOWh4OgUUTalA3xfmivR0gLgX0ZRC1tIJ30QTtvOCeHN345Y4F2JzDO67jzkVym5iW7ZmPbf5q3E3Kn1y4L5c_auxRXqIuf6fT3yryV6V6Wxgrx3LpBKuvcQXJ_v6DZyUWpFDXR3Sa52PrUO-lgw8iEkqln0m8BuIlRu8cOuWN5vwBkdjykroZP25hEq_rt8UaZ_AJ375cr9yClx2SFVw3NFs7aOWCYMMKQ_Vbs4fl1Zrf9xs6EJG6jtd_Ga8BKzt2PZ9p8ZHVuqF5OYNQTg8yHpmCMvN6nQEGKXL4nJn5outc3COlkfQa47z5YswcaECXJOn3wbeMyD7Npk1i-cRhyXdKD&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6812112,-104.9878799&zoom=17&size=400x300&markers=color:red%7C39.6812112,-104.9878799&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Reefer Madness Broadway,"1995 South Broadway, Denver",point of interest | store,https://www.google.com/maps/place/?q=place_id:ChIJEzMN-7R_bIcRUzmSdZXNvDY,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3nS_8f-TrIUPZpq4X1hyOP7GKgWaPq6oqFOnX-1nIGsxtpsOpGtEIEBvX_qTLahAiy5Vgo0W7lKWdnnRVAzMGO4UHxhILHJTTN86Y55KfjsQo0zK3C7UDF7EnSJCPWGFn-vmngk8xp6hWQaq7qwSDips1EV4mIWY_-pTNszMT0YCjSwscQODDjpUzYhx7jl49vEKhV_YS4vAkwAkoV2hacgRPntMVsQX2b4UDfCCjXHKdNtbH761dL6yMifjH4MLQ0K-Dx3sU7jubaCCJK12pikFv1GakQqNVYL2ti9BJW44RxktSZ9TXdGMaLLQKvxc7QUErpHGPD2CenJXkHPQc_P13KnpKYCKq1RtyaGjPBEV-zOOTiCDaFaQi2EmLwcf9A7KEcLncu9AvpmpZGzb8ETpS2bc_YxCjirdElycvzEWQtDwg4-tHtRnKup-9PCWMTMDq-5hcQ0gSFyx7Sa92dQp0hgHfPiOKpo6Eim7URU2Q2kqvCZvJk8XkJQB_ibPVuZt1wYPqah5fUh2ekW7Zkpbqd4uo4TxzgI7IkWauOftVQZjyasVc2BFrNFcCaACcLgCn1-mGiEo4wwQmIN-dPOGnWIAMGoRqK9dCAqwy1YvZRVe5ONA3HRCFMnWq0xqsaEUQ&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.68051450000001,-104.9879031&zoom=17&size=400x300&markers=color:red%7C39.68051450000001,-104.9879031&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Birch Salon,"1957 South Broadway, Denver",hair care | beauty salon | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJcSlqSxR-bIcREvHutO74WDs,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3n-b3PEG337LT72paQNpkpOPyj81BkYKk9HfGVfSd8pIlYezMuK3IiymSHDOTHxTphiLzjFeIk5SkEnQWNQHkY7whe11GsfRCl07TYQjnN29sgcrZw1xasJQmVHAfbvbPUjCoWIAK4CtoGULWdJMoHmw-LjkzDaoeQd65XwFJrlXyfxubzUhceRAg_XprDOZXcbSCkRzoXgJVX_T2l9jo7UWt8SceNFOmH_EGQvae7VLUTJnkvzs2Amhk6LZdK9JgffMx7jrP1dYJAJobjiDp-xFV6pUcUhl0Xx2l-M0kRwkKl1TNhT8I7Yy8j7L9BOO7H1-d1_GeanqDAFXSVu2wbklXLfAbrHJMhXWAvEzX8-wDZuRrtv0idmSdOG_NPYTdY7x1vN6bYP30MAxbLz8FKnRhSNFw8PyzLFUobl-NKW9xwlNPm0zldmezdy-ej-FcJgAFa68lU2iMpfqsaF9HYNzP_UFfnjkDDj8RHvNGFoXN65-fKNG1gnOyEFplIefrjhdPkN1_LgxkOYDfdpvUL9-442uOVNzaemh9HhWxF0nk2s66xHl1c5CXJ0nwrCqFVsRg9pxryDGaN3v-0FrfrkHVEMwU4ZhHsnVtDxXDEi08Q7X9JJgxLRzZRl6SxYro34WVAioHjOJe-Tnvbk9SqB-iA&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.68112989999999,-104.9878852&zoom=17&size=400x300&markers=color:red%7C39.68112989999999,-104.9878852&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
The Brutal Poodle,"1967 South Broadway, Denver",night club | bar | restaurant | food | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJ7xAt8LR_bIcRQxJRZOGYB9Q,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3mYZIJMig9VQvItWVXXqYLqvVN81I6-8UQVJiLAtqiA80alFxKZp6uvrUHdgjpxQtkEiFRTqSG1vIjl91t-9l3N7OXHVe51nYE6JfkXiw3DYileyDdaynJTmAiurMgtCEnNU85mq9bSJ4a_Dwbsctb4X4sn0xS-6338guTwAC44Ck3ivFv7yGutULcEj-zOYkWuoNXFWArspvazRJB6p2mdnLp0U0s8yYv5VaOddmCruvf0TB0AgTShV-Fzv7WHHf8PxFMZxXAChK31WOsaDGI7Zl7wLYNqrNBM0W0VoEwdYKgpfEj4Gsrc-Je9qPJ3b1_eCSWV8WoUiolCneQpVO_XI4NjxYJcKhNhfE9LYx4z-GN5bGEw-aGB9KCZpqmkmNegC2vthyOpgubvQrJEip_yY1caIH1b_A9y9vS0uSu0_9rMhSXgreaNKHCA-slEp5RbKBd2q2u7k-vcvTHJmvIvCBGLdeM2z29nr7IZJDXP6j2VzXyU5O26kSddQ8BpaMoEOFceh6aCMmehuljrtCjkiEa7hM1hFQMwOBG4hP_Mnkn8bx2ZgbA5E1OC8seXd88IrmpN-pXhEsHno6woL7iUfWwUXUFdxAWA_Wft26Ck8f2Rr24eQACJQwE7_yY1rdhv31Tk&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6808802,-104.9878461&zoom=17&size=400x300&markers=color:red%7C39.6808802,-104.9878461&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
The Green Depot,"2020 South Broadway, Denver",health | store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJG2JhGLV_bIcR59FgoatbsDc,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3lOe_5gs9Dm4DWtOL8UhJk5FZFqkmM7XC5A6eGcSgq9gc27EMU1ac49N53lYsOjtKzimlJQPct0xspwnjfzDXb3Wyvtcoqra9L6bCssYC10VPcVUfatP-7ys5NvDuLwnC3tJ7OiSj7bP9eAVPEuNjTRJFwdli7kYB1WVxQUxyOh0nBoRdcKjCSm6Uqo_MkmRRd_vCQsTxzceijK36ejwfFkvYWCzmbjNXM3sV5IPDXlpjGdE2rqIPrXr9cgENj1Td1e5A-RgDD5fBhx-jXmw5tpMuigc8RhUJ2i1YnonK6Um1StoXNIBmwHfQpjlc5r9nLOBmVxF4nUP7PsrFucmCK3fzfVcytDu-ggGlhhCv3QRnYOIKEokNwB9jO2nQ99YKR-zCStvOQLhBljtiIoXot7rMAIaOvyzUY41SGaXIdpUTOB2VliZZCUdPh_QG9oLHtGNeFDEfcLAtOGHaOlWfXQ3qhaREF0OfZf0Y5kR7JilQ41qFp9B37SbuXx3wKesi0EwEdU3ERCoZAR3RQLHTxMx0mmAZY7qROtjehkzDH9FCGJ_OqK6ejSYVDDm6xzgVHoH_7rUDHNaHmBsHVgh5tX0CR6516GTlWhfvgfeh6xPFKLKq63BAoizU-sPefJlsYK3SAs&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6796998,-104.9870471&zoom=17&size=400x300&markers=color:red%7C39.6796998,-104.9870471&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Breakfast Palace,"2000 South Broadway, Denver",restaurant | food | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJ_yCcH7V_bIcRHOD8Pu8VOLA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3mRy0s708cS8poDMmR4f3lnAPKspfhTUYIiClWoteZQBrxPeIxxUTjLUYI7-pMHubM_VF5sf_WNEp8u3dvahvwJpgtnDwXWPSwwhheYdQi27ULOxw4IeXzPtezT6FfIdw3OKKSnFt5bu_8YKZLggthfJRhT0vrFhtnKDMici429DTGdAt-_f5Sp62TtMIHor1_1V4vP2z-uGTF7Z7VOx48ATPy8DOgw0u9qnGeWZA47R8rusnQalqVthyyj3GBye0pGMiqOeILTFAVQS2umueNktA4gr5PbG5fR7TD15JZzeo15XP2l8A3iBhWWvpgzE3gJmolwmjip-XlFUz1yTL6-fUEOkG2MWNMt5XYLxgICXTQh2oBhbwJtShHpQipbEPtxX9eSZ45NRDopsJQBxA7yQyCXl2hMI4ya0ItsQQWO8F-vmIrNSRSf_k1fPDD4TbN1p3dtFtOqSohudHBYwx6jkJ1mcV7bJG4SAvUFx50WvejiOln9FIDlZa_sPJRZJH4Jzepflb4DP72iCcbZUEpY0-k9w4162-59mBxAuEAMTc_0UwYPmJn8epj7QqENiOzcnqNpbbDGeyC4oXrNX79E4U46ADM4-DaU5_fnmSJYIHurBXRE8WjuKtK7mHr6RGhkhOOo&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.68012969999999,-104.9873215&zoom=17&size=400x300&markers=color:red%7C39.68012969999999,-104.9873215&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Lit Cannabis Dispensary Broadway,"2001 South Broadway, Denver",store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJATJGHbV_bIcR3pEurCdpOWw,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3kjyqxfisFBYKJ2fikeE5j0B-hKjK3floyvlBnYu4xzXN8Q9p6XLyUkSzW7hGA_XsNNeaFqPF2OG2HAP7PvPrjvc96Js9vT5JbiwhAI1zVYhtJJOdpFphtd_29d2zcFZ5hbSrFP9ENEcpEv0bCnf8gw5nROtgxya9c_q-JCNqhFYyeb7r-CjENIqDi4X50LDfuoxDQbxNMVWWC0q7AujSwBeEHLFc_GW_jPLYo8AfInPka6symI0To-gRKQOBYdIaqMfaW-l9AjuaX3uxi7zrK6AT0MyaSIckSvWlGe5UU1AyeIWZAzOFhkDAANmT36kP-HmIneqRxtUUD3cozaqr44PZerL3UjsSu8HhmQttNHkKU6R_HzU-iEYG5l8yVzVrU80XycU_JdLckS38tTkAGpWSjbaFR-6snJR0cng9dJqscYOsYD7M-9LV6mqRSo0FihwH3_LyFY2Z0rMXI1FgRptMm-BSJDczbF-_AKZmpmDDCzsIL6ubiAXKVnac8-PczvbHSWzex02lrXSP0UOINs0lXp2jdtuaqOTtQ1XWLKkzyYhP-sQOaGvvtRNmJ5V9vCtcQ4_mJovtPKzhFfM7JPODIGlRhKRD98FVgZnGHH8BWZsSGQgwZflctMo_uRp-BSHvt1&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6800524,-104.987785&zoom=17&size=400x300&markers=color:red%7C39.6800524,-104.987785&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Public Parking - 1920S Broadway,"1920 South Broadway, Denver",parking | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJuziGMwB_bIcRvkJL9txKKJ0,,"https://maps.googleapis.com/maps/api/staticmap?center=39.6816425,-104.987306&zoom=17&size=400x300&markers=color:red%7C39.6816425,-104.987306&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Maria Vazquez - Flamenco Denver,"1934 South Broadway, Denver",point of interest,https://www.google.com/maps/place/?q=place_id:ChIJy_O67TF_bIcRmxHPAOMtB94,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3lt33aUxs0FhwwHp2L3NbBzShxkIsi-lpwMqhE_12RuUtRN4psXOtPEOea0q1ceT3MLFSO0HyaA1NT_q5kyuHDFF_2hwAC7EY__ffhVWCegyvqaEdwONyYm0JQXw-Xc-3QSbN7I8B60Gm9S3DrtABJPL_8Jl4ualpD5gGbZj3AmhuezqYlNDv-rdHev1RmIzE_IAWNmdzaCGrzqAqJ8d8lf0DxfL5yBE9BPxxX11ykfqkCb4xWaHX-in27uWne75rr1haTt08E_VHcA9vzJqg_7AJlZVG-QKBeqZXgLZuMaUUY4HXlMqioNSnPqA20TtvsFh3pRL-zTkFrZflQ60cs4D16tnFFPi3c8G0w8DEx68sxgsH3Zf1ss3TpYQDqnTlTr_yJM-THZQi4ZIuX2HIeCN_oSqPDOdDXgU6DCIkZqdQT2if28UwOTmA66yAG4Y0VCoRUlAJc3G1HrvgaKjGTjfgAfz6Qx-ri0R-9KwlSahqgUMkPVgx6_S7yMbIIZ7LGqHDLy18x4pD9LlzrgjO1q23Rjd5kxGwwCPAFnq1eEYgOZdcFvgn0_n-flksasL_1uy01Ry3a3tCNlMMzc7pVAn2RBNgCxhkEgZi8M5yo7fXxB6CrDgMrVbPmmdVt44zhrMR6D&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.68149469999999,-104.9872893&zoom=17&size=400x300&markers=color:red%7C39.68149469999999,-104.9872893&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Platt Park Veterinary Hospital,"1900 South Broadway, Denver",veterinary care | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJ7w2rbrV_bIcRFN9ZW1Oz5Tk,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3m3PKqVhsAz6Rk3me5kT0xUl6PrHY8HqXYBIcASA4sbgtnqX4pW5j6o2lts8gclrRXu6NS6Ukjlx-Jk2mRcE5Jtv8dULTdzKL1Gi5NE86pFh3CDG_XNJXrfq-3xWhhFAf0sLKDiX0u09vVY_r2eW-PX7We_QkqAUw-IVQvbeDm7Q7fl5e1FneM1FthBHc0vNCCx99xu5ggpXGIBm_kfTRT3GAhpnYLGMtv8f1uI6oPNthz-4PHAxJU7acs5AtL3RzKP1fMzcbkfH8gyv_5jQkndSrCqMQZGTCGkDwAJmf6Bo-Gh6dSEhSaeOxzT8C_VPOso3RuUkkSldnMVDE1gqfJMGfI1WRSptk8DPqRIjZn2-gBP9nGr6kJWeEQr3AI2FxqwJ0-nWzr0uEOXVQlg0RiCwTDFPDwPKeBvRkEnpaJ56etKDzXYzogauxTFmf1qtUxxHfgHMwWKGd_6R_rvs7c2MMudBx_0kDbwQy_kMLwZv9-bjWFftzydi3xJF5LTZeQqPcDFKvBmRA1nHEf0454HsHL9AVmRwBZ_Glz6Q1xUkezd6r3nRHiblUzyaGHsjChmqFnL40yrK7toAvn11unZTldiaj96yLUGTzjNJZUQvq2gRoZsfOmwMbjg8WR7XII1gQInmeBvyEw6y2mZG3_HDfY&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6819624,-104.9872778&zoom=17&size=400x300&markers=color:red%7C39.6819624,-104.9872778&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
